HCPCS,Modifier,"Maximum
Allowable","Effective
Date",End Date
L8460,RR,$5.49,03/01/23,
L8465,,$39.13,03/01/23,
L8465,NU,$39.13,03/01/23,
L8465,RR,$3.92,03/01/23,
L8470,,$5.72,03/01/23,
L8470,NU,$5.72,03/01/23,
L8470,RR,$0.57,03/01/23,
L8480,,$7.51,03/01/23,
L8480,NU,$7.51,03/01/23,
L8480,RR,$0.75,03/01/23,
L8485,,$7.95,03/01/23,
L8485,NU,$7.95,03/01/23,
L8485,RR,$0.80,03/01/23,
L8500,,$555.60,03/01/23,
L8500,NU,$555.60,03/01/23,
L8500,RR,$55.56,03/01/23,
L8501,,$86.33,03/01/23,
L8501,NU,$86.33,03/01/23,
L8501,RR,$8.64,03/01/23,
L8505,,$49.38,03/01/23,
L8505,NU,$49.38,03/01/23,
L8505,RR,$4.94,03/01/23,
L8507,,$30.27,03/01/23,
L8507,NU,$30.27,03/01/23,
L8507,RR,$3.03,03/01/23,
L8509,,$78.92,03/01/23,
L8509,NU,$78.92,03/01/23,
L8509,RR,$7.89,03/01/23,
L8510,,$182.62,03/01/23,
L8510,NU,$182.62,03/01/23,
L8510,RR,$18.26,03/01/23,
L8511,,$52.56,03/01/23,
L8511,NU,$52.56,03/01/23,
L8511,RR,$5.26,03/01/23,
L8512,,$1.58,03/01/23,
L8512,NU,$1.58,03/01/23,
L8512,RR,$0.16,03/01/23,
L8513,,$3.77,03/01/23,
L8513,NU,$3.77,03/01/23,
L8513,RR,$0.38,03/01/23,
L8514,,$68.14,03/01/23,
L8514,NU,$68.14,03/01/23,
L8514,RR,$6.81,03/01/23,
L8515,,$45.61,03/01/23,
L8515,NU,$45.61,03/01/23,
L8515,RR,$4.56,03/01/23,
L8600,,$446.27,03/01/23,
L8600,NU,$446.27,03/01/23,
L8600,RR,$44.63,03/01/23,
L8603,,$312.94,03/01/23,
L8603,NU,$312.94,03/01/23,
L8603,RR,$31.29,03/01/23,
L8605,,$517.57,03/01/23,
L8605,NU,$517.57,03/01/23,
L8605,RR,$51.75,03/01/23,
L8606,,$157.26,03/01/23,
L8606,NU,$157.26,03/01/23,
L8606,RR,$15.73,03/01/23,
L8607,,$31.00,03/01/23,
L8607,NU,$31.00,03/01/23,
L8607,RR,$3.10,03/01/23,
L8609,,"$4,708.31",03/01/23,
L8609,NU,"$4,708.31",03/01/23,
L8609,RR,$470.83,03/01/23,
L8610,,$474.10,03/01/23,
L8610,NU,$474.10,03/01/23,
L8610,RR,$47.41,03/01/23,
L8612,,$458.10,03/01/23,
L8612,NU,$458.10,03/01/23,
L8612,RR,$45.81,03/01/23,
L8613,,$215.11,03/01/23,
L8613,NU,$215.11,03/01/23,
L8613,RR,$21.51,03/01/23,
L8614,,"$13,832.38",03/01/23,
L8614,NU,"$13,832.38",03/01/23,
L8614,RR,"$1,383.24",03/01/23,
L8615,,$325.93,03/01/23,
L8615,NU,$325.93,03/01/23,
L8615,RR,$32.59,03/01/23,
L8616,,$75.92,03/01/23,
L8616,NU,$75.92,03/01/23,
L8616,RR,$7.59,03/01/23,
L8617,,$66.32,03/01/23,
L8617,NU,$66.32,03/01/23,
L8617,RR,$6.63,03/01/23,
L8618,,$18.94,03/01/23,
L8618,NU,$18.94,03/01/23,
L8618,RR,$1.90,03/01/23,
L8619,,"$5,938.13",03/01/23,
L8619,NU,"$5,938.13",03/01/23,
L8619,RR,$593.82,03/01/23,
L8621,,$0.44,03/01/23,
L8621,NU,$0.44,03/01/23,
L8621,RR,$0.05,03/01/23,
L8622,,$0.23,03/01/23,
L8622,NU,$0.23,03/01/23,
L8622,RR,$0.02,03/01/23,
L8623,,$46.73,03/01/23,
L8623,NU,$46.73,03/01/23,
L8623,RR,$4.67,03/01/23,
L8624,,$116.52,03/01/23,
L8624,NU,$116.52,03/01/23,
L8624,RR,$11.66,03/01/23,
L8625,,$136.49,03/01/23,
L8625,NU,$136.49,03/01/23,
L8625,RR,$13.65,03/01/23,
L8627,,"$5,044.17",03/01/23,
L8627,NU,"$5,044.17",03/01/23,
L8627,RR,$504.42,03/01/23,
L8628,,$893.98,03/01/23,
L8628,NU,$893.98,03/01/23,
L8628,RR,$89.40,03/01/23,
L8629,,$129.39,03/01/23,
L8629,NU,$129.39,03/01/23,
L8629,RR,$12.94,03/01/23,
L8630,,$240.77,03/01/23,
L8630,NU,$240.77,03/01/23,
L8630,RR,$24.08,03/01/23,
L8631,,"$1,568.77",03/01/23,
L8631,NU,"$1,568.77",03/01/23,
L8631,RR,$156.88,03/01/23,
L8641,,$250.17,03/01/23,
L8641,NU,$250.17,03/01/23,
L8641,RR,$25.02,03/01/23,
L8642,,$208.02,03/01/23,
L8642,NU,$208.02,03/01/23,
L8642,RR,$20.80,03/01/23,
L8658,,$218.12,03/01/23,
L8658,NU,$218.12,03/01/23,
L8658,RR,$21.81,03/01/23,
L8659,,"$1,394.48",03/01/23,
L8659,NU,"$1,394.48",03/01/23,
L8659,RR,$139.45,03/01/23,
L8670,,$397.83,03/01/23,
L8670,NU,$397.83,03/01/23,
L8670,RR,$39.78,03/01/23,
L8678,,$15.36,04/01/23,
L8678,NU,$15.36,04/01/23,
L8678,RR,$1.54,04/01/23,
L8679,,"$6,029.74",03/01/23,
L8679,NU,"$6,029.74",03/01/23,
L8679,RR,$602.98,03/01/23,
L8680,,$316.33,03/01/23,
L8680,NU,$316.33,03/01/23,
L8680,RR,$31.63,03/01/23,
L8681,,$770.98,03/01/23,
L8681,NU,$770.98,03/01/23,
L8681,RR,$77.10,03/01/23,
L8682,,"$4,308.13",03/01/23,
L8682,NU,"$4,308.13",03/01/23,
L8682,RR,$430.81,03/01/23,
L8683,,"$3,792.14",03/01/23,
L8683,NU,"$3,792.14",03/01/23,
L8683,RR,$379.22,03/01/23,
L8684,,$557.92,03/01/23,
L8684,NU,$557.92,03/01/23,
L8684,RR,$55.79,03/01/23,
L8685,,"$9,039.36",03/01/23,
L8685,NU,"$9,039.36",03/01/23,
L8685,RR,$903.94,03/01/23,
L8686,,"$5,767.82",03/01/23,
L8686,NU,"$5,767.82",03/01/23,
L8686,RR,$576.78,03/01/23,
L8687,,"$11,763.83",03/01/23,
L8687,NU,"$11,763.83",03/01/23,
L8687,RR,"$1,176.38",03/01/23,
L8688,,"$7,506.26",03/01/23,
L8688,NU,"$7,506.26",03/01/23,
L8688,RR,$750.63,03/01/23,
L8689,,"$1,246.54",03/01/23,
L8689,NU,"$1,246.54",03/01/23,
L8689,RR,$124.65,03/01/23,
L8690,,"$3,437.71",03/01/23,
L8690,NU,"$3,437.71",03/01/23,
L8690,RR,$343.77,03/01/23,
L8691,,"$1,244.51",03/01/23,
L8691,NU,"$1,244.51",03/01/23,
L8691,RR,$124.45,03/01/23,
L8693,,"$1,095.78",03/01/23,
L8693,NU,"$1,095.78",03/01/23,
L8693,RR,$109.58,03/01/23,
L8694,,$682.48,03/01/23,
L8694,NU,$682.48,03/01/23,
L8694,RR,$68.24,03/01/23,
L8695,,$12.04,03/01/23,
L8695,NU,$12.04,03/01/23,
L8695,RR,$1.20,03/01/23,
L8696,,$156.62,03/01/23,
L8696,NU,$156.62,03/01/23,
L8696,RR,$15.66,03/01/23,
M0243,,$450.00,03/01/23,
Q0477,,$824.51,03/01/23,
Q0477,NU,$824.51,03/01/23,
Q0477,RR,$82.45,03/01/23,
Q0478,,$195.29,03/01/23,
Q0478,NU,$195.29,03/01/23,
Q0478,RR,$19.53,03/01/23,
Q0479,,"$12,725.47",03/01/23,
Q0479,NU,"$12,725.47",03/01/23,
Q0479,RR,"$1,272.55",03/01/23,
Q0480,,"$95,712.21",03/01/23,
Q0480,NU,"$95,712.21",03/01/23,
Q0480,RR,"$9,571.22",03/01/23,
Q0481,,"$15,442.07",03/01/23,
Q0481,NU,"$15,442.07",03/01/23,
Q0481,RR,"$1,544.21",03/01/23,
Q0482,,"$4,836.73",03/01/23,
Q0482,NU,"$4,836.73",03/01/23,
Q0482,RR,$483.67,03/01/23,
Q0483,,"$19,925.19",03/01/23,
Q0483,NU,"$19,925.19",03/01/23,
Q0483,RR,"$1,992.52",03/01/23,
Q0484,,"$3,869.40",03/01/23,
Q0484,NU,"$3,869.40",03/01/23,
Q0484,RR,$386.94,03/01/23,
Q0485,,$373.59,03/01/23,
Q0485,NU,$373.59,03/01/23,
Q0485,RR,$37.36,03/01/23,
Q0486,,$310.92,03/01/23,
Q0486,NU,$310.92,03/01/23,
Q0486,RR,$31.09,03/01/23,
Q0487,,$362.75,03/01/23,
Q0487,NU,$362.75,03/01/23,
Q0487,RR,$36.28,03/01/23,
Q0488,,"$32,351.07",03/01/23,
Q0488,NU,"$32,351.07",03/01/23,
Q0488,RR,"$3,235.11",03/01/23,
Q0489,,"$17,274.08",03/01/23,
Q0489,NU,"$17,274.08",03/01/23,
Q0489,RR,"$1,727.41",03/01/23,
Q0490,,$747.22,03/01/23,
Q0490,NU,$747.22,03/01/23,
Q0490,RR,$74.72,03/01/23,
Q0491,,"$1,174.66",03/01/23,
Q0491,NU,"$1,174.66",03/01/23,
Q0491,RR,$117.47,03/01/23,
Q0492,,$94.66,03/01/23,
Q0492,NU,$94.66,03/01/23,
Q0492,RR,$9.47,03/01/23,
Q0493,,$269.42,03/01/23,
Q0493,NU,$269.42,03/01/23,
Q0493,RR,$26.94,03/01/23,
Q0494,,$227.98,03/01/23,
Q0494,NU,$227.98,03/01/23,
Q0494,RR,$22.80,03/01/23,
Q0495,,"$4,439.00",03/01/23,
Q0495,NU,"$4,439.00",03/01/23,
Q0495,RR,$443.90,03/01/23,
Q0496,,"$1,593.21",03/01/23,
Q0496,NU,"$1,593.21",03/01/23,
Q0496,RR,$159.32,03/01/23,
Q0497,,$497.47,03/01/23,
Q0497,NU,$497.47,03/01/23,
Q0497,RR,$49.75,03/01/23,
Q0498,,$545.84,03/01/23,
Q0498,NU,$545.84,03/01/23,
Q0498,RR,$54.58,03/01/23,
Q0499,,$177.37,03/01/23,
Q0499,NU,$177.37,03/01/23,
Q0499,RR,$17.74,03/01/23,
Q0500,,$32.45,03/01/23,
Q0500,NU,$32.45,03/01/23,
Q0500,RR,$3.25,03/01/23,
Q0501,,$542.73,03/01/23,
Q0501,NU,$542.73,03/01/23,
Q0501,RR,$54.27,03/01/23,
Q0502,,$690.93,03/01/23,
Q0502,NU,$690.93,03/01/23,
Q0502,RR,$69.09,03/01/23,
Q0503,,"$1,381.93",03/01/23,
Q0503,NU,"$1,381.93",03/01/23,
Q0503,RR,$138.19,03/01/23,
Q0504,,$729.18,03/01/23,
Q0504,NU,$729.18,03/01/23,
Q0504,RR,$72.92,03/01/23,
Q0506,,$907.69,03/01/23,
Q0506,NU,$907.69,03/01/23,
Q0506,RR,$90.77,03/01/23,
Q4001,,$53.54,03/01/23,
Q4001,NU,$53.54,03/01/23,
Q4001,RR,$5.35,03/01/23,
Q4002,,$202.29,03/01/23,
Q4002,NU,$202.29,03/01/23,
Q4002,RR,$20.23,03/01/23,
Q4003,,$38.44,03/01/23,
Q4003,NU,$38.44,03/01/23,
Q4003,RR,$3.84,03/01/23,
Q4004,,$133.09,03/01/23,
Q4004,NU,$133.09,03/01/23,
Q4004,RR,$13.31,03/01/23,
Q4005,,$14.18,03/01/23,
Q4005,NU,$14.18,03/01/23,
Q4005,RR,$1.42,03/01/23,
Q4006,,$31.94,03/01/23,
Q4006,NU,$31.94,03/01/23,
Q4006,RR,$3.19,03/01/23,
Q4007,,$7.08,03/01/23,
Q4007,NU,$7.08,03/01/23,
Q4007,RR,$0.71,03/01/23,
Q4008,,$15.96,03/01/23,
Q4008,NU,$15.96,03/01/23,
Q4008,RR,$1.60,03/01/23,
Q4009,,$9.47,03/01/23,
Q4009,NU,$9.47,03/01/23,
Q4009,RR,$0.95,03/01/23,
Q4010,,$21.29,03/01/23,
Q4010,NU,$21.29,03/01/23,
Q4010,RR,$2.13,03/01/23,
Q4011,,$4.72,03/01/23,
Q4011,NU,$4.72,03/01/23,
Q4011,RR,$0.47,03/01/23,
Q4012,,$10.67,03/01/23,
Q4012,NU,$10.67,03/01/23,
Q4012,RR,$1.07,03/01/23,
Q4013,,$17.23,03/01/23,
Q4013,NU,$17.23,03/01/23,
Q4013,RR,$1.72,03/01/23,
Q4014,,$29.05,03/01/23,
Q4014,NU,$29.05,03/01/23,
Q4014,RR,$2.91,03/01/23,
Q4015,,$8.63,03/01/23,
Q4015,NU,$8.63,03/01/23,
Q4015,RR,$0.86,03/01/23,
Q4016,,$14.52,03/01/23,
Q4016,NU,$14.52,03/01/23,
Q4016,RR,$1.45,03/01/23,
Q4017,,$9.95,03/01/23,
Q4017,NU,$9.95,03/01/23,
Q4017,RR,$1.00,03/01/23,
Q4018,,$15.87,03/01/23,
Q4018,NU,$15.87,03/01/23,
Q4018,RR,$1.59,03/01/23,
Q4019,,$4.99,03/01/23,
Q4019,NU,$4.99,03/01/23,
Q4019,RR,$0.50,03/01/23,
Q4020,,$7.97,03/01/23,
Q4020,NU,$7.97,03/01/23,
Q4020,RR,$0.80,03/01/23,
Q4021,,$7.37,03/01/23,
Q4021,NU,$7.37,03/01/23,
Q4021,RR,$0.74,03/01/23,
Q4022,,$13.30,03/01/23,
Q4022,NU,$13.30,03/01/23,
Q4022,RR,$1.33,03/01/23,
Q4023,,$3.71,03/01/23,
Q4023,NU,$3.71,03/01/23,
Q4023,RR,$0.37,03/01/23,
Q4024,,$6.66,03/01/23,
Q4024,NU,$6.66,03/01/23,
Q4024,RR,$0.67,03/01/23,
Q4025,,$41.31,03/01/23,
Q4025,NU,$41.31,03/01/23,
Q4025,RR,$4.13,03/01/23,
Q4026,,$129.04,03/01/23,
Q4026,NU,$129.04,03/01/23,
Q4026,RR,$12.90,03/01/23,
Q4027,,$20.68,03/01/23,
Q4027,NU,$20.68,03/01/23,
Q4027,RR,$2.07,03/01/23,
Q4028,,$64.56,03/01/23,
Q4028,NU,$64.56,03/01/23,
Q4028,RR,$6.46,03/01/23,
Q4029,,$31.61,03/01/23,
Q4029,NU,$31.61,03/01/23,
Q4029,RR,$3.16,03/01/23,
Q4030,,$83.20,03/01/23,
Q4030,NU,$83.20,03/01/23,
Q4030,RR,$8.32,03/01/23,
Q4031,,$15.79,03/01/23,
Q4031,NU,$15.79,03/01/23,
Q4031,RR,$1.58,03/01/23,
Q4032,,$41.60,03/01/23,
Q4032,NU,$41.60,03/01/23,
Q4032,RR,$4.16,03/01/23,
Q4033,,$29.49,03/01/23,
Q4033,NU,$29.49,03/01/23,
Q4033,RR,$2.95,03/01/23,
Q4034,,$73.31,03/01/23,
Q4034,NU,$73.31,03/01/23,
Q4034,RR,$7.33,03/01/23,
Q4035,,$14.74,03/01/23,
Q4035,NU,$14.74,03/01/23,
Q4035,RR,$1.47,03/01/23,
Q4036,,$36.68,03/01/23,
Q4036,NU,$36.68,03/01/23,
Q4036,RR,$3.67,03/01/23,
Q4037,,$17.96,03/01/23,
Q4037,NU,$17.96,03/01/23,
Q4037,RR,$1.80,03/01/23,
Q4038,,$45.05,03/01/23,
Q4038,NU,$45.05,03/01/23,
Q4038,RR,$4.51,03/01/23,
Q4039,,$9.02,03/01/23,
Q4039,NU,$9.02,03/01/23,
Q4039,RR,$0.90,03/01/23,
Q4040,,$22.52,03/01/23,
Q4040,NU,$22.52,03/01/23,
Q4040,RR,$2.25,03/01/23,
Q4041,,$21.87,03/01/23,
Q4041,NU,$21.87,03/01/23,
Q4041,RR,$2.19,03/01/23,
Q4042,,$37.33,03/01/23,
Q4042,NU,$37.33,03/01/23,
Q4042,RR,$3.73,03/01/23,
Q4043,,$10.94,03/01/23,
Q4043,NU,$10.94,03/01/23,
Q4043,RR,$1.09,03/01/23,
Q4044,,$18.69,03/01/23,
Q4044,NU,$18.69,03/01/23,
Q4044,RR,$1.87,03/01/23,
Q4045,,$12.70,03/01/23,
Q4045,NU,$12.70,03/01/23,
Q4045,RR,$1.27,03/01/23,
Q4046,,$20.41,03/01/23,
Q4046,NU,$20.41,03/01/23,
Q4046,RR,$2.04,03/01/23,
Q4047,,$6.32,03/01/23,
Q4047,NU,$6.32,03/01/23,
Q4047,RR,$0.63,03/01/23,
Q4048,,$10.22,03/01/23,
Q4048,NU,$10.22,03/01/23,
Q4048,RR,$1.02,03/01/23,
Q4049,,$2.30,03/01/23,
Q4049,NU,$2.30,03/01/23,
Q4049,RR,$0.23,03/01/23,
S0395,,$40.18,03/01/23,
S1015,,$9.02,03/01/23,
S1015,NU,$9.02,03/01/23,
S1015,RR,$0.90,03/01/23,
S1040,,"$1,900.00",03/01/23,
S1040,NU,"$1,900.00",03/01/23,
S1040,RR,$190.00,03/01/23,
S5501,,$31.47,03/01/23,
S5502,,$170.48,03/01/23,
S5517,,$100.44,03/01/23,
S5560,,$9.38,03/01/23,
S5560,NU,$9.38,03/01/23,
S5560,RR,$0.78,03/01/23,
S5561,,$24.36,03/01/23,
S5561,NU,$24.36,03/01/23,
S5561,RR,$2.43,03/01/23,
S5565,,$9.38,03/01/23,
S5565,NU,$9.38,03/01/23,
S5565,RR,$0.94,03/01/23,
S5566,,$24.84,03/01/23,
S5566,NU,$24.84,03/01/23,
S5566,RR,$2.49,03/01/23,
S5570,,$656.47,03/01/23,
S5570,NU,$656.47,03/01/23,
S5570,RR,$65.65,03/01/23,
S5571,,$20.57,03/01/23,
S5571,NU,$20.57,03/01/23,
S5571,RR,$2.05,03/01/23,
S8101,,$18.02,03/01/23,
S8101,NU,$18.02,03/01/23,
S8101,RR,$1.80,03/01/23,
S8120,,$0.90,03/01/23,
S8120,NU,$0.90,03/01/23,
S8120,RR,$0.90,03/01/23,
S8121,,$5.00,03/01/23,
S8121,NU,$5.00,03/01/23,
S8121,RR,$5.00,03/01/23,
S8185,,$32.57,03/01/23,
S8185,NU,$32.57,03/01/23,
S8185,RR,$3.26,03/01/23,
S8186,,$13.00,03/01/23,
S8186,NU,$13.00,03/01/23,
S8186,RR,$1.30,03/01/23,
S8189,,$0.04,03/01/23,
S8189,NU,$0.04,03/01/23,
S8189,RR,$0.00,03/01/23,
S8420,,$431.61,03/01/23,
S8420,NU,$431.61,03/01/23,
S8420,RR,$43.16,03/01/23,
S8421,,$186.26,03/01/23,
S8421,NU,$186.26,03/01/23,
S8421,RR,$18.63,03/01/23,
S8422,,$59.89,03/01/23,
S8422,NU,$59.89,03/01/23,
S8422,RR,$5.99,03/01/23,
S8423,,$91.85,03/01/23,
S8423,NU,$91.85,03/01/23,
S8423,RR,$9.19,03/01/23,
S8424,,$35.90,03/01/23,
S8424,NU,$35.90,03/01/23,
S8424,RR,$3.59,03/01/23,
S8425,,$62.50,03/01/23,
S8425,NU,$62.50,03/01/23,
S8425,RR,$6.25,03/01/23,
S8426,,$152.32,03/01/23,
S8426,NU,$152.32,03/01/23,
S8426,RR,$15.23,03/01/23,
S8427,,$32.88,03/01/23,
S8427,NU,$32.88,03/01/23,
S8427,RR,$3.29,03/01/23,
S8428,,$19.35,03/01/23,
S8428,NU,$19.35,03/01/23,
S8428,RR,$1.94,03/01/23,
S8999,,$11.85,03/01/23,
S8999,NU,$11.85,03/01/23,
S8999,RR,$1.19,03/01/23,
S9325,,$57.09,03/01/23,
S9328,,$47.00,03/01/23,
S9336,,$77.50,03/01/23,
S9338,,$24.25,03/01/23,
S9341,,$7.50,03/01/23,
S9342,,$12.50,03/01/23,
S9343,,$2.59,03/01/23,
S9348,,$118.21,03/01/23,
S9351,,$47.00,03/01/23,
S9359,,$829.50,03/01/23,
S9363,,$50.00,03/01/23,
S9364,,$117.00,03/01/23,
S9365,,$184.84,03/01/23,
S9366,,$162.50,03/01/23,
S9367,,$215.00,03/01/23,
S9368,,$309.00,03/01/23,
S9370,,$123.20,03/01/23,
S9372,,$125.11,03/01/23,
S9374,,$114.50,03/01/23,
S9375,,$135.98,03/01/23,
S9376,,$65.00,03/01/23,
S9379,,$61.62,03/01/23,
S9434,,$12.85,03/01/23,
S9434,NU,$12.85,03/01/23,
S9434,RR,$1.29,03/01/23,
S9435,,$3.39,03/01/23,
S9435,NU,$3.39,03/01/23,
S9435,RR,$0.34,03/01/23,
S9490,,$97.52,03/01/23,
S9500,,$95.84,03/01/23,
S9501,,$90.44,03/01/23,
S9502,,$80.13,03/01/23,
S9503,,$53.86,03/01/23,
S9504,,$62.50,03/01/23,
S9537,,$29.62,03/01/23,
S9542,,$22.17,03/01/23,
V5050,,$693.67,03/01/23,
V5050,NU,$693.67,03/01/23,
V5050,RR,$69.37,03/01/23,
V5060,,"$1,734.19",03/01/23,
V5060,NU,"$1,734.19",03/01/23,
V5060,RR,$173.42,03/01/23,
V5130,,"$2,831.85",03/01/23,
V5130,NU,"$2,831.85",03/01/23,
V5130,RR,$283.19,03/01/23,
V5140,,"$2,147.57",03/01/23,
V5140,NU,"$2,147.57",03/01/23,
V5140,RR,$214.76,03/01/23,
V5160,,$310.26,03/01/23,
V5160,NU,$310.26,03/01/23,
V5160,RR,$31.03,03/01/23,
V5241,,$227.03,03/01/23,
V5241,NU,$227.03,03/01/23,
V5241,RR,$22.70,03/01/23,
V5247,,"$1,767.60",03/01/23,
V5247,NU,"$1,767.60",03/01/23,
V5247,RR,$176.76,03/01/23,
V5253,,"$1,672.98",03/01/23,
V5253,NU,"$1,672.98",03/01/23,
V5253,RR,$167.30,03/01/23,
V5254,,"$2,919.21",03/01/23,
V5254,NU,"$2,919.21",03/01/23,
V5254,RR,$291.92,03/01/23,
V5255,,"$2,008.20",03/01/23,
V5255,NU,"$2,008.20",03/01/23,
V5255,RR,$200.82,03/01/23,
V5256,,"$1,861.54",03/01/23,
V5256,NU,"$1,861.54",03/01/23,
V5256,RR,$186.15,03/01/23,
V5257,,"$2,551.13",03/01/23,
V5257,NU,"$2,551.13",03/01/23,
V5257,RR,$255.11,03/01/23,
V5258,,"$4,028.93",03/01/23,
V5258,NU,"$4,028.93",03/01/23,
V5258,RR,$402.89,03/01/23,
V5259,,"$3,597.20",03/01/23,
V5259,NU,"$3,597.20",03/01/23,
V5259,RR,$359.72,03/01/23,
V5260,,"$2,669.93",03/01/23,
V5260,NU,"$2,669.93",03/01/23,
V5260,RR,$266.99,03/01/23,
V5261,,"$4,275.97",03/01/23,
V5261,NU,"$4,275.97",03/01/23,
V5261,RR,$427.60,03/01/23,
V5264,,$71.53,03/01/23,
V5264,NU,$71.53,03/01/23,
V5264,RR,$7.15,03/01/23,
V5265,,$32.84,03/01/23,
V5265,NU,$32.84,03/01/23,
V5265,RR,$3.28,03/01/23,
V5266,,$1.23,03/01/23,
V5266,NU,$1.23,03/01/23,
V5266,RR,$0.12,03/01/23,
V5267,,$400.83,03/01/23,
V5267,NU,$400.83,03/01/23,
V5267,RR,$40.08,03/01/23,
V5275,,$51.65,03/01/23,
V5275,NU,$51.65,03/01/23,
V5275,RR,$5.17,03/01/23,
