HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E2208,UE,KU,D,IN,109.44,93.02,109.44,0,109.44,0,107.57,0,107.57,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,107.57,0,107.57,0,109.44,0,109.44,0,107.57,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,107.57,0,109.44,0,107.57,0,107.57,0,109.44,0,109.44,0,109.44,0,107.57,0,109.44,0,109.44,0,109.44,0,107.57,0,109.44,0,109.44,0,109.44,0,107.57,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,109.44,0,107.57,0,107.57,0,107.57,0,131.28,0,109.44,0,Cylinder tank carrier
E2209,NU,,D,IN,0,0,100.76,121.64,100.76,121.64,99.08,120.55,95.35,120.55,100.05,121.64,107.15,121.64,100.73,121.64,100.73,121.64,100.76,121.64,100.76,121.64,101.3,120.55,100.05,120.55,106.05,121.64,106.05,121.64,101.3,120.55,100.76,121.64,100.76,121.64,107.15,121.64,100.73,121.64,107.15,121.64,106.05,121.64,101.3,121.64,101.3,121.64,100.76,121.64,100.05,120.55,100.76,121.64,101.3,120.55,101.3,120.55,107.15,121.64,100.73,121.64,99.08,121.64,95.35,120.55,100.73,121.64,106.05,121.64,99.08,121.64,95.35,120.55,100.73,121.64,107.15,121.64,100.76,121.64,101.3,120.55,100.76,121.64,99.08,121.64,100.05,121.64,100.76,121.64,107.15,121.64,95.35,121.64,106.05,121.64,100.76,121.64,100.05,120.55,128.75,0,128.75,0,143.01,0,129.84,0,Arm trough each
E2209,NU,KE,D,IN,0,0,0,131.19,0,131.19,0,129.94,0,129.94,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,129.94,0,129.94,0,131.19,0,131.19,0,129.94,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,129.94,0,131.19,0,129.94,0,129.94,0,131.19,0,131.19,0,131.19,0,129.94,0,131.19,0,131.19,0,131.19,0,129.94,0,131.19,0,131.19,0,131.19,0,129.94,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,131.19,0,129.94,138.14,0,138.14,0,154.46,0,139.39,0,Arm trough each
E2209,NU,KU,D,IN,131.61,111.87,131.61,0,131.61,0,129.44,0,129.44,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,129.44,0,129.44,0,131.61,0,131.61,0,129.44,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,129.44,0,131.61,0,129.44,0,129.44,0,131.61,0,131.61,0,131.61,0,129.44,0,131.61,0,131.61,0,131.61,0,129.44,0,131.61,0,131.61,0,131.61,0,129.44,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,131.61,0,129.44,0,129.44,0,129.44,0,157.98,0,131.61,0,Arm trough each
E2209,RR,,D,IN,0,0,10.08,12.18,10.08,12.18,9.91,12.05,9.54,12.05,10.01,12.18,10.72,12.18,10.07,12.18,10.07,12.18,10.08,12.18,10.08,12.18,10.13,12.05,10.01,12.05,10.61,12.18,10.61,12.18,10.13,12.05,10.08,12.18,10.08,12.18,10.72,12.18,10.07,12.18,10.72,12.18,10.61,12.18,10.13,12.18,10.13,12.18,10.08,12.18,10.01,12.05,10.08,12.18,10.13,12.05,10.13,12.05,10.72,12.18,10.07,12.18,9.91,12.18,9.54,12.05,10.07,12.18,10.61,12.18,9.91,12.18,9.54,12.05,10.07,12.18,10.72,12.18,10.08,12.18,10.13,12.05,10.08,12.18,9.91,12.18,10.01,12.18,10.08,12.18,10.72,12.18,9.54,12.18,10.61,12.18,10.08,12.18,10.01,12.05,12.87,0,12.87,0,14.31,0,13,0,Arm trough each
E2209,RR,KE,D,IN,0,0,0,13.13,0,13.13,0,12.99,0,12.99,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,12.99,0,12.99,0,13.13,0,13.13,0,12.99,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,12.99,0,13.13,0,12.99,0,12.99,0,13.13,0,13.13,0,13.13,0,12.99,0,13.13,0,13.13,0,13.13,0,12.99,0,13.13,0,13.13,0,13.13,0,12.99,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,13.13,0,12.99,13.8,0,13.8,0,15.45,0,13.95,0,Arm trough each
E2209,RR,KU,D,IN,13.18,11.2,13.18,0,13.18,0,12.91,0,12.91,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,12.91,0,12.91,0,13.18,0,13.18,0,12.91,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,12.91,0,13.18,0,12.91,0,12.91,0,13.18,0,13.18,0,13.18,0,12.91,0,13.18,0,13.18,0,13.18,0,12.91,0,13.18,0,13.18,0,13.18,0,12.91,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,13.18,0,12.91,0,12.91,0,12.91,0,15.82,0,13.18,0,Arm trough each
E2209,UE,,D,IN,0,0,75.57,91.24,75.57,91.24,74.31,90.42,71.52,90.42,75.04,91.24,80.36,91.24,75.55,91.24,75.55,91.24,75.57,91.24,75.57,91.24,75.98,90.42,75.04,90.42,79.54,91.24,79.54,91.24,75.98,90.42,75.57,91.24,75.57,91.24,80.36,91.24,75.55,91.24,80.36,91.24,79.54,91.24,75.98,91.24,75.98,91.24,75.57,91.24,75.04,90.42,75.57,91.24,75.98,90.42,75.98,90.42,80.36,91.24,75.55,91.24,74.31,91.24,71.52,90.42,75.55,91.24,79.54,91.24,74.31,91.24,71.52,90.42,75.55,91.24,80.36,91.24,75.57,91.24,75.98,90.42,75.57,91.24,74.31,91.24,75.04,91.24,75.57,91.24,80.36,91.24,71.52,91.24,79.54,91.24,75.57,91.24,75.04,90.42,96.57,0,96.57,0,107.26,0,97.39,0,Arm trough each
E2209,UE,KE,D,IN,0,0,0,98.4,0,98.4,0,97.46,0,97.46,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,97.46,0,97.46,0,98.4,0,98.4,0,97.46,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,97.46,0,98.4,0,97.46,0,97.46,0,98.4,0,98.4,0,98.4,0,97.46,0,98.4,0,98.4,0,98.4,0,97.46,0,98.4,0,98.4,0,98.4,0,97.46,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,98.4,0,97.46,103.61,0,103.61,0,115.85,0,104.55,0,Arm trough each
E2209,UE,KU,D,IN,98.74,83.93,98.74,0,98.74,0,97.11,0,97.11,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,97.11,0,97.11,0,98.74,0,98.74,0,97.11,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,97.11,0,98.74,0,97.11,0,97.11,0,98.74,0,98.74,0,98.74,0,97.11,0,98.74,0,98.74,0,98.74,0,97.11,0,98.74,0,98.74,0,98.74,0,97.11,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,98.74,0,97.11,0,97.11,0,97.11,0,118.45,0,98.74,0,Arm trough each
E2210,NU,,D,IN,0,0,6.47,7.59,6.47,7.59,6.37,7.59,6.47,7.59,7.04,7.59,5.78,7.59,6.06,7.59,6.06,7.59,6.47,7.59,6.47,7.59,6.72,7.59,7.04,7.59,7.14,7.59,7.14,7.59,6.72,7.59,6.47,7.59,6.47,7.59,5.78,7.59,6.06,7.59,5.78,7.59,7.14,7.59,6.72,7.59,6.72,7.59,6.47,7.59,7.04,7.59,6.47,7.59,6.72,7.59,6.72,7.59,5.78,7.59,6.06,7.59,6.37,7.59,6.47,7.59,6.06,7.59,7.14,7.59,6.37,7.59,6.47,7.59,6.06,7.59,5.78,7.59,6.47,7.59,6.72,7.59,6.47,7.59,6.37,7.59,7.04,7.59,6.47,7.59,5.78,7.59,6.47,7.59,7.14,7.59,6.47,7.59,7.04,7.59,7.9,0,8.18,0,8.25,0,7.86,0,Wheelchair bearings
E2210,NU,KE,D,IN,0,0,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,0,8.17,8.49,0,8.81,0,8.89,0,8.44,0,Wheelchair bearings
E2210,NU,KU,D,IN,8.02,6.82,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.02,0,8.12,0,8.67,0,8.81,0,8.02,0,Wheelchair bearings
E2210,RR,,D,IN,0,0,0.65,0.76,0.65,0.76,0.64,0.76,0.65,0.76,0.7,0.76,0.58,0.69,0.61,0.76,0.61,0.69,0.65,0.76,0.65,0.76,0.67,0.76,0.7,0.76,0.72,0.76,0.72,0.76,0.67,0.76,0.65,0.76,0.65,0.76,0.58,0.69,0.61,0.76,0.58,0.69,0.72,0.76,0.67,0.76,0.67,0.76,0.65,0.76,0.7,0.76,0.65,0.76,0.67,0.76,0.67,0.76,0.58,0.69,0.61,0.69,0.64,0.76,0.65,0.76,0.61,0.69,0.72,0.76,0.64,0.76,0.65,0.76,0.61,0.69,0.58,0.69,0.65,0.76,0.67,0.76,0.65,0.76,0.64,0.76,0.7,0.76,0.65,0.76,0.58,0.69,0.65,0.76,0.72,0.76,0.65,0.76,0.7,0.76,0.8,0,0.83,0,0.84,0,0.79,0,Wheelchair bearings
E2210,RR,KE,D,IN,0,0,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.75,0,0.82,0,0.75,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.75,0,0.82,0,0.75,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.75,0,0.75,0,0.82,0,0.82,0,0.75,0,0.82,0,0.82,0,0.82,0,0.75,0,0.75,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0.75,0,0.82,0,0.82,0,0.82,0,0.82,0.85,0,0.9,0,0.91,0,0.85,0,Wheelchair bearings
E2210,RR,KU,D,IN,0.81,0.69,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.69,0,0.81,0,0.69,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.69,0,0.81,0,0.69,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.69,0,0.69,0,0.81,0,0.81,0,0.69,0,0.81,0,0.81,0,0.81,0,0.69,0,0.69,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.81,0,0.69,0,0.81,0,0.81,0,0.81,0,0.81,0,0.82,0,0.91,0,0.92,0,0.81,0,Wheelchair bearings
E2210,UE,,D,IN,0,0,4.85,5.71,4.85,5.71,4.78,5.71,4.85,5.71,5.29,5.71,4.34,5.71,4.55,5.71,4.55,5.71,4.85,5.71,4.85,5.71,5.05,5.71,5.29,5.71,5.36,5.71,5.36,5.71,5.05,5.71,4.85,5.71,4.85,5.71,4.34,5.71,4.55,5.71,4.34,5.71,5.36,5.71,5.05,5.71,5.05,5.71,4.85,5.71,5.29,5.71,4.85,5.71,5.05,5.71,5.05,5.71,4.34,5.71,4.55,5.71,4.78,5.71,4.85,5.71,4.55,5.71,5.36,5.71,4.78,5.71,4.85,5.71,4.55,5.71,4.34,5.71,4.85,5.71,5.05,5.71,4.85,5.71,4.78,5.71,5.29,5.71,4.85,5.71,4.34,5.71,4.85,5.71,5.36,5.71,4.85,5.71,5.29,5.71,5.94,0,6.16,0,6.21,0,5.91,0,Wheelchair bearings
E2210,UE,KE,D,IN,0,0,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,0,6.15,6.39,0,6.63,0,6.7,0,6.35,0,Wheelchair bearings
E2210,UE,KU,D,IN,6.05,5.14,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.05,0,6.11,0,6.56,0,6.67,0,6.05,0,Wheelchair bearings
E2211,NU,,D,IN,0,0,42.08,47.51,42.08,47.67,40.47,47.5,42.15,51.87,40.03,51.87,42.42,51.87,41.32,51.87,41.32,51.87,42.08,51.87,42.08,48.79,39.76,47.5,40.03,47.5,41.48,48.98,41.48,47.5,39.76,51.87,42.08,51.87,42.08,48.37,42.42,51.87,41.32,51.87,42.42,51.87,41.48,47.5,39.76,47.5,39.76,51.87,42.08,47.5,40.03,51.49,42.08,51.87,39.76,51.87,39.76,51.87,42.42,51.87,41.32,51.87,40.47,51.87,42.15,47.5,41.32,49.27,41.48,47.5,40.47,51.87,42.15,50.56,41.32,47.5,42.42,51.87,42.08,50.07,39.76,51.87,42.08,47.5,40.47,47.5,40.03,49.09,42.08,51.87,42.42,51.87,42.15,51.87,41.48,51.87,42.08,47.5,40.03,47.5,109.26,0,115.06,0,61.07,0,52.17,0,Pneumatic propulsion tire
E2211,NU,KU,D,IN,58.31,49.56,49.61,0,49.91,0,49.56,0,58.31,0,58.31,0,58.31,0,58.31,0,58.31,0,58.31,0,52.17,0,49.56,0,49.56,0,52.53,0,49.56,0,58.31,0,58.31,0,51.3,0,58.31,0,58.31,0,58.31,0,49.56,0,49.56,0,58.31,0,49.56,0,57.55,0,58.31,0,58.31,0,58.31,0,58.31,0,58.31,0,58.31,0,49.56,0,53.12,0,49.56,0,58.31,0,55.7,0,49.56,0,58.31,0,54.72,0,58.31,0,49.56,0,49.56,0,52.75,0,58.31,0,58.31,0,58.31,0,58.31,0,49.56,0,49.56,0,167.31,0,178.9,0,70.95,0,53.12,0,Pneumatic propulsion tire
E2211,RR,,D,IN,0,0,4.21,5.13,4.21,4.7,4.05,5.13,4.21,5.13,4.01,5.13,4.24,5.13,4.13,5.13,4.13,5.13,4.21,5.13,4.21,4.87,3.97,4.72,4.01,4.7,4.15,4.9,4.15,4.7,3.97,5.13,4.21,5.13,4.21,4.84,4.24,5.09,4.13,5.13,4.24,5.13,4.15,4.7,3.97,4.7,3.97,5.13,4.21,4.7,4.01,5.13,4.21,5.13,3.97,5.13,3.97,5.13,4.24,5.09,4.13,5.13,4.05,5.13,4.21,5.13,4.13,4.94,4.15,4.7,4.05,5.13,4.21,5.06,4.13,4.7,4.24,5.06,4.21,5.01,3.97,5.13,4.21,4.7,4.05,4.7,4.01,4.92,4.21,5.13,4.24,5.13,4.21,5.06,4.15,5.13,4.21,4.7,4.01,4.7,10.93,0,11.52,0,7,0,5.23,0,Pneumatic propulsion tire
E2211,RR,KU,D,IN,5.71,4.85,5.71,0,4.85,0,5.71,0,5.71,0,5.71,0,5.71,0,5.71,0,5.71,0,5.71,0,5.19,0,4.9,0,4.87,0,5.26,0,4.85,0,5.71,0,5.71,0,5.12,0,5.63,0,5.71,0,5.71,0,4.85,0,4.85,0,5.71,0,4.85,0,5.71,0,5.71,0,5.71,0,5.71,0,5.63,0,5.71,0,5.71,0,5.71,0,5.33,0,4.85,0,5.71,0,5.59,0,4.85,0,5.58,0,5.48,0,5.71,0,4.85,0,4.85,0,5.31,0,5.71,0,5.71,0,5.59,0,5.71,0,4.85,0,4.85,0,16.73,0,17.92,0,8.86,0,5.33,0,Pneumatic propulsion tire
E2211,UE,,D,IN,0,0,31.56,34.79,31.56,35.75,30.35,34.79,31.62,37.92,30.02,37.92,31.82,37.92,30.99,37.92,30.99,37.92,31.56,37.92,31.56,35.38,29.82,35.26,30.02,35.17,31.11,36.75,31.11,34.79,29.82,37.92,31.56,37.92,31.56,36.26,31.82,37.92,30.99,37.92,31.82,37.92,31.11,34.79,29.82,34.79,29.82,37.92,31.56,34.79,30.02,37.92,31.56,37.92,29.82,37.92,29.82,37.92,31.82,37.92,30.99,37.92,30.35,37.92,31.62,34.79,30.99,36.96,31.11,34.79,30.35,37.92,31.62,37.92,30.99,34.79,31.82,37.92,31.56,37.56,29.82,37.92,31.56,34.81,30.35,34.79,30.02,36.82,31.56,37.57,31.82,37.92,31.62,37.92,31.11,35.3,31.56,34.79,30.02,34.79,81.95,0,86.3,0,45.81,0,39.14,0,Pneumatic propulsion tire
E2211,UE,KU,D,IN,41.77,35.5,35.5,0,37.41,0,35.5,0,41.77,0,41.77,0,41.77,0,41.77,0,41.77,0,41.77,0,36.7,0,36.43,0,36.26,0,39.42,0,35.5,0,41.77,0,41.77,0,38.44,0,41.77,0,41.77,0,41.77,0,35.5,0,35.5,0,41.77,0,35.5,0,41.77,0,41.77,0,41.77,0,41.77,0,41.77,0,41.77,0,41.77,0,35.5,0,39.86,0,35.5,0,41.77,0,41.77,0,35.5,0,41.77,0,41.06,0,41.77,0,35.57,0,35.5,0,39.58,0,41.07,0,41.77,0,41.77,0,36.54,0,35.5,0,35.5,0,125.47,0,134.18,0,53.22,0,39.86,0,Pneumatic propulsion tire
E2212,NU,,D,IN,0,0,7.5,8.35,7.5,8.35,7.45,8.23,7.01,8.23,7.52,8.35,7.89,8.35,7.31,8.35,7.31,8.35,7.5,8.35,7.5,8.35,7.73,8.23,7.52,8.23,7.99,8.35,7.99,8.35,7.73,8.23,7.5,8.35,7.5,8.35,7.89,8.35,7.31,8.35,7.89,8.35,7.99,8.35,7.73,8.35,7.73,8.35,7.5,8.35,7.52,8.23,7.5,8.35,7.73,8.23,7.73,8.23,7.89,8.35,7.31,8.35,7.45,8.35,7.01,8.23,7.31,8.35,7.99,8.35,7.45,8.35,7.01,8.23,7.31,8.35,7.89,8.35,7.5,8.35,7.73,8.23,7.5,8.35,7.45,8.35,7.52,8.35,7.5,8.35,7.89,8.35,7.01,8.35,7.99,8.35,7.5,8.35,7.52,8.23,8.23,0,8.23,0,9.2,0,8.35,0,Pneumatic prop tire tube
E2212,NU,KU,D,IN,8.35,7.1,8.35,0,8.35,0,8.21,0,8.21,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.21,0,8.21,0,8.35,0,8.35,0,8.21,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.21,0,8.35,0,8.21,0,8.21,0,8.35,0,8.35,0,8.35,0,8.21,0,8.35,0,8.35,0,8.35,0,8.21,0,8.35,0,8.35,0,8.35,0,8.21,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.35,0,8.21,0,8.21,0,8.21,0,10.06,0,8.35,0,Pneumatic prop tire tube
E2212,RR,,D,IN,0,0,0.75,0.86,0.75,0.86,0.75,0.86,0.7,0.86,0.75,0.86,0.79,0.86,0.73,0.86,0.73,0.86,0.75,0.86,0.75,0.86,0.77,0.86,0.75,0.86,0.8,0.86,0.8,0.86,0.77,0.86,0.75,0.86,0.75,0.86,0.79,0.86,0.73,0.86,0.79,0.86,0.8,0.86,0.77,0.86,0.77,0.86,0.75,0.86,0.75,0.86,0.75,0.86,0.77,0.86,0.77,0.86,0.79,0.86,0.73,0.86,0.75,0.86,0.7,0.86,0.73,0.86,0.8,0.86,0.75,0.86,0.7,0.86,0.73,0.86,0.79,0.86,0.75,0.86,0.77,0.86,0.75,0.86,0.75,0.86,0.75,0.86,0.75,0.86,0.79,0.86,0.7,0.86,0.8,0.86,0.75,0.86,0.75,0.86,0.86,0,0.86,0,0.94,0,0.86,0,Pneumatic prop tire tube
E2212,RR,KU,D,IN,0.9,0.77,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,0.9,0,1.05,0,0.9,0,Pneumatic prop tire tube
E2212,UE,,D,IN,0,0,5.63,6.27,5.63,6.27,5.59,6.2,5.26,6.2,5.64,6.27,5.92,6.27,5.49,6.27,5.49,6.27,5.63,6.27,5.63,6.27,5.8,6.2,5.64,6.2,6,6.27,6,6.27,5.8,6.2,5.63,6.27,5.63,6.27,5.92,6.27,5.49,6.27,5.92,6.27,6,6.27,5.8,6.27,5.8,6.27,5.63,6.27,5.64,6.2,5.63,6.27,5.8,6.2,5.8,6.2,5.92,6.27,5.49,6.27,5.59,6.27,5.26,6.2,5.49,6.27,6,6.27,5.59,6.27,5.26,6.2,5.49,6.27,5.92,6.27,5.63,6.27,5.8,6.2,5.63,6.27,5.59,6.27,5.64,6.27,5.63,6.27,5.92,6.27,5.26,6.27,6,6.27,5.63,6.27,5.64,6.2,6.2,0,6.2,0,6.9,0,6.27,0,Pneumatic prop tire tube
E2212,UE,KU,D,IN,6.28,5.34,6.28,0,6.28,0,6.19,0,6.19,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.19,0,6.19,0,6.28,0,6.28,0,6.19,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.19,0,6.28,0,6.19,0,6.19,0,6.28,0,6.28,0,6.28,0,6.19,0,6.28,0,6.28,0,6.28,0,6.19,0,6.28,0,6.28,0,6.28,0,6.19,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.28,0,6.19,0,6.19,0,6.19,0,7.58,0,6.28,0,Pneumatic prop tire tube
E2213,NU,,D,IN,0,0,35.76,41.52,35.76,41.52,35.51,41.16,33.77,41.16,35.86,41.52,37.82,41.52,36.37,41.52,36.37,41.51,35.76,41.51,35.76,41.52,35.95,41.16,35.86,41.16,37.18,41.52,37.18,41.52,35.95,41.16,35.76,41.52,35.76,41.52,37.82,41.52,36.37,41.52,37.82,41.52,37.18,41.52,35.95,41.52,35.95,41.52,35.76,41.52,35.86,41.16,35.76,41.52,35.95,41.16,35.95,41.16,37.82,41.51,36.37,41.51,35.51,41.52,33.77,41.16,36.37,41.51,37.18,41.52,35.51,41.52,33.77,41.16,36.37,41.51,37.82,41.51,35.76,41.52,35.95,41.16,35.76,41.52,35.51,41.51,35.86,41.52,35.76,41.52,37.82,41.52,33.77,41.52,37.18,41.52,35.76,41.52,35.86,41.16,42.44,0,42.44,0,47.12,0,42.8,0,Pneumatic prop tire insert
E2213,NU,KU,D,IN,43.36,36.86,43.36,0,43.36,0,42.63,0,42.63,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,42.63,0,42.63,0,43.36,0,43.36,0,42.63,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,42.63,0,43.36,0,42.63,0,42.63,0,43.36,0,43.36,0,43.36,0,42.63,0,43.36,0,43.36,0,43.36,0,42.63,0,43.36,0,43.36,0,43.36,0,42.63,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,43.36,0,42.63,0,42.63,0,42.63,0,51.96,0,43.36,0,Pneumatic prop tire insert
E2213,RR,,D,IN,0,0,3.58,4.16,3.58,4.16,3.55,4.14,3.38,4.14,3.59,4.16,3.78,4.16,3.64,4.16,3.64,4.16,3.58,4.16,3.58,4.16,3.59,4.14,3.59,4.14,3.72,4.16,3.72,4.16,3.59,4.14,3.58,4.16,3.58,4.16,3.78,4.16,3.64,4.16,3.78,4.16,3.72,4.16,3.59,4.16,3.59,4.16,3.58,4.16,3.59,4.14,3.58,4.16,3.59,4.14,3.59,4.14,3.78,4.16,3.64,4.16,3.55,4.16,3.38,4.14,3.64,4.16,3.72,4.16,3.55,4.16,3.38,4.14,3.64,4.16,3.78,4.16,3.58,4.16,3.59,4.14,3.58,4.16,3.55,4.16,3.59,4.16,3.58,4.16,3.78,4.16,3.38,4.16,3.72,4.16,3.58,4.16,3.59,4.14,4.26,0,4.26,0,4.71,0,4.29,0,Pneumatic prop tire insert
