HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E2615,NU,KE,D,IN,0,0,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,0,541.67,541.67,0,541.67,0,604.07,0,541.67,0,Pos back post/lat wdth <22in
E2615,NU,KU,D,IN,544.69,462.99,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,544.69,0,653.69,0,544.69,0,Pos back post/lat wdth <22in
E2615,RR,,D,IN,0,0,42.15,50.22,42.15,50.22,41.3,50.22,40.37,50.22,41.98,50.22,42.18,50.22,40.64,50.22,40.64,50.22,42.15,50.22,42.15,50.22,42.43,50.22,41.98,50.22,42.26,50.22,42.26,50.22,42.43,50.22,42.15,50.22,42.15,50.22,42.18,50.22,40.64,50.22,42.18,50.22,42.26,50.22,42.43,50.22,42.43,50.22,42.15,50.22,41.98,50.22,42.15,50.22,42.43,50.22,42.43,50.22,42.18,50.22,40.64,50.22,41.3,50.22,40.37,50.22,40.64,50.22,42.26,50.22,41.3,50.22,40.37,50.22,40.64,50.22,42.18,50.22,42.15,50.22,42.43,50.22,42.15,50.22,41.3,50.22,41.98,50.22,42.15,50.22,42.18,50.22,40.37,50.22,42.26,50.22,42.15,50.22,41.98,50.22,50.22,0,50.22,0,55.67,0,50.22,0,Pos back post/lat wdth <22in
E2615,RR,KE,D,IN,0,0,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,0,54.17,54.17,0,54.17,0,60.41,0,54.17,0,Pos back post/lat wdth <22in
E2615,RR,KU,D,IN,54.48,46.31,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,54.48,0,65.36,0,54.48,0,Pos back post/lat wdth <22in
E2615,UE,,D,IN,0,0,316.13,376.64,316.13,376.64,309.76,376.64,302.8,376.64,314.85,376.64,316.36,376.64,304.83,376.64,304.83,376.64,316.13,376.64,316.13,376.64,318.21,376.64,314.85,376.64,316.97,376.64,316.97,376.64,318.21,376.64,316.13,376.64,316.13,376.64,316.36,376.64,304.83,376.64,316.36,376.64,316.97,376.64,318.21,376.64,318.21,376.64,316.13,376.64,314.85,376.64,316.13,376.64,318.21,376.64,318.21,376.64,316.36,376.64,304.83,376.64,309.76,376.64,302.8,376.64,304.83,376.64,316.97,376.64,309.76,376.64,302.8,376.64,304.83,376.64,316.36,376.64,316.13,376.64,318.21,376.64,316.13,376.64,309.76,376.64,314.85,376.64,316.13,376.64,316.36,376.64,302.8,376.64,316.97,376.64,316.13,376.64,314.85,376.64,376.64,0,376.64,0,417.5,0,376.64,0,Pos back post/lat wdth <22in
E2615,UE,KE,D,IN,0,0,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,0,406.25,406.25,0,406.25,0,453.05,0,406.25,0,Pos back post/lat wdth <22in
E2615,UE,KU,D,IN,408.51,347.23,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,408.51,0,490.26,0,408.51,0,Pos back post/lat wdth <22in
E2616,NU,,D,IN,0,0,566.44,676,566.44,676,556.14,676,554.73,676,581.19,676,551.96,676,530.95,676,530.95,676,566.44,676,566.44,676,570.53,676,581.19,676,588.23,676,588.23,676,570.53,676,566.44,676,566.44,676,551.96,676,530.95,676,551.96,676,588.23,676,570.53,676,570.53,676,566.44,676,581.19,676,566.44,676,570.53,676,570.53,676,551.96,676,530.95,676,556.14,676,554.73,676,530.95,676,588.23,676,556.14,676,554.73,676,530.95,676,551.96,676,566.44,676,570.53,676,566.44,676,556.14,676,581.19,676,566.44,676,551.96,676,554.73,676,588.23,676,566.44,676,581.19,676,729.29,0,729.29,0,802.58,0,729.29,0,Pos back post/lat wdth>=22in
E2616,NU,KE,D,IN,0,0,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,0,729.13,782.42,0,782.42,0,866.35,0,782.42,0,Pos back post/lat wdth>=22in
E2616,NU,KU,D,IN,732.89,622.96,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,732.89,0,879.47,0,732.89,0,Pos back post/lat wdth>=22in
E2616,RR,,D,IN,0,0,56.64,67.6,56.64,67.6,55.62,67.6,55.47,67.6,58.12,67.6,55.19,67.6,53.1,67.6,53.1,67.6,56.64,67.6,56.64,67.6,57.05,67.6,58.12,67.6,58.82,67.6,58.82,67.6,57.05,67.6,56.64,67.6,56.64,67.6,55.19,67.6,53.1,67.6,55.19,67.6,58.82,67.6,57.05,67.6,57.05,67.6,56.64,67.6,58.12,67.6,56.64,67.6,57.05,67.6,57.05,67.6,55.19,67.6,53.1,67.6,55.62,67.6,55.47,67.6,53.1,67.6,58.82,67.6,55.62,67.6,55.47,67.6,53.1,67.6,55.19,67.6,56.64,67.6,57.05,67.6,56.64,67.6,55.62,67.6,58.12,67.6,56.64,67.6,55.19,67.6,55.47,67.6,58.82,67.6,56.64,67.6,58.12,67.6,72.93,0,72.93,0,80.25,0,72.93,0,Pos back post/lat wdth>=22in
E2616,RR,KE,D,IN,0,0,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,0,72.91,78.24,0,78.24,0,86.62,0,78.24,0,Pos back post/lat wdth>=22in
E2616,RR,KU,D,IN,73.28,62.29,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,73.28,0,87.94,0,73.28,0,Pos back post/lat wdth>=22in
E2616,UE,,D,IN,0,0,424.83,507.01,424.83,507.01,417.1,507.01,416.05,507.01,435.89,507.01,413.97,507.01,398.21,507.01,398.21,507.01,424.83,507.01,424.83,507.01,427.9,507.01,435.89,507.01,441.17,507.01,441.17,507.01,427.9,507.01,424.83,507.01,424.83,507.01,413.97,507.01,398.21,507.01,413.97,507.01,441.17,507.01,427.9,507.01,427.9,507.01,424.83,507.01,435.89,507.01,424.83,507.01,427.9,507.01,427.9,507.01,413.97,507.01,398.21,507.01,417.1,507.01,416.05,507.01,398.21,507.01,441.17,507.01,417.1,507.01,416.05,507.01,398.21,507.01,413.97,507.01,424.83,507.01,427.9,507.01,424.83,507.01,417.1,507.01,435.89,507.01,424.83,507.01,413.97,507.01,416.05,507.01,441.17,507.01,424.83,507.01,435.89,507.01,546.97,0,546.97,0,601.92,0,546.97,0,Pos back post/lat wdth>=22in
E2616,UE,KE,D,IN,0,0,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,0,546.86,586.82,0,586.82,0,649.74,0,586.82,0,Pos back post/lat wdth>=22in
E2616,UE,KU,D,IN,549.66,467.21,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,549.66,0,659.57,0,549.66,0,Pos back post/lat wdth>=22in
E2619,NU,,D,IN,0,0,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,59.67,60.73,60.91,0,60.91,0,67.12,0,60.91,0,Replace cover w/c seat cush
E2619,NU,KE,D,IN,0,0,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,0,65.21,65.42,0,65.42,0,72.53,0,65.42,0,Replace cover w/c seat cush
E2619,NU,KU,D,IN,61.78,52.51,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,61.78,0,74.13,0,61.78,0,Replace cover w/c seat cush
E2619,RR,,D,IN,0,0,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,5.97,6.07,6.09,0,6.09,0,6.73,0,6.09,0,Replace cover w/c seat cush
E2619,RR,KE,D,IN,0,0,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,0,6.52,6.54,0,6.54,0,7.27,0,6.54,0,Replace cover w/c seat cush
E2619,RR,KU,D,IN,6.16,5.24,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,6.16,0,7.45,0,6.16,0,Replace cover w/c seat cush
E2619,UE,,D,IN,0,0,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,44.76,45.57,45.71,0,45.71,0,50.33,0,45.71,0,Replace cover w/c seat cush
E2619,UE,KE,D,IN,0,0,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,0,48.93,49.09,0,49.09,0,54.38,0,49.09,0,Replace cover w/c seat cush
E2619,UE,KU,D,IN,46.39,39.43,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,46.39,0,55.57,0,46.39,0,Replace cover w/c seat cush
E2620,NU,,D,IN,0,0,465.45,576.12,465.45,576.12,451.19,576.12,435.85,576.12,462.11,576.12,417.32,576.12,420.6,576.12,420.6,576.12,465.45,576.12,465.45,576.12,454.39,576.12,462.11,576.12,459.02,576.12,459.02,576.12,454.39,576.12,465.45,576.12,465.45,576.12,417.32,576.12,420.6,576.12,417.32,576.12,459.02,576.12,454.39,576.12,454.39,576.12,465.45,576.12,462.11,576.12,465.45,576.12,454.39,576.12,454.39,576.12,417.32,576.12,420.6,576.12,451.19,576.12,435.85,576.12,420.6,576.12,459.02,576.12,451.19,576.12,435.85,576.12,420.6,576.12,417.32,576.12,465.45,576.12,454.39,576.12,465.45,576.12,451.19,576.12,462.11,576.12,465.45,576.12,417.32,576.12,435.85,576.12,459.02,576.12,465.45,576.12,462.11,576.12,576.12,0,576.12,0,642.07,0,576.12,0,Wc planar back cush wd <22in
E2620,NU,KE,D,IN,0,0,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,0,623.94,623.94,0,623.94,0,699.45,0,623.94,0,Wc planar back cush wd <22in
E2620,NU,KU,D,IN,659.54,560.61,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,659.54,0,791.46,0,659.54,0,Wc planar back cush wd <22in
E2620,RR,,D,IN,0,0,46.55,57.62,46.55,57.62,45.12,57.62,43.59,57.62,46.21,57.62,41.73,57.62,42.06,57.62,42.06,57.62,46.55,57.62,46.55,57.62,45.44,57.62,46.21,57.62,45.9,57.62,45.9,57.62,45.44,57.62,46.55,57.62,46.55,57.62,41.73,57.62,42.06,57.62,41.73,57.62,45.9,57.62,45.44,57.62,45.44,57.62,46.55,57.62,46.21,57.62,46.55,57.62,45.44,57.62,45.44,57.62,41.73,57.62,42.06,57.62,45.12,57.62,43.59,57.62,42.06,57.62,45.9,57.62,45.12,57.62,43.59,57.62,42.06,57.62,41.73,57.62,46.55,57.62,45.44,57.62,46.55,57.62,45.12,57.62,46.21,57.62,46.55,57.62,41.73,57.62,43.59,57.62,45.9,57.62,46.55,57.62,46.21,57.62,57.62,0,57.62,0,64.22,0,57.62,0,Wc planar back cush wd <22in
E2620,RR,KE,D,IN,0,0,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,0,62.4,62.4,0,62.4,0,69.96,0,62.4,0,Wc planar back cush wd <22in
E2620,RR,KU,D,IN,65.97,56.07,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,65.97,0,79.17,0,65.97,0,Wc planar back cush wd <22in
E2620,UE,,D,IN,0,0,349.09,432.1,349.09,432.1,338.4,432.1,326.89,432.1,346.59,432.1,312.99,432.1,315.45,432.1,315.45,432.1,349.09,432.1,349.09,432.1,340.8,432.1,346.59,432.1,344.27,432.1,344.27,432.1,340.8,432.1,349.09,432.1,349.09,432.1,312.99,432.1,315.45,432.1,312.99,432.1,344.27,432.1,340.8,432.1,340.8,432.1,349.09,432.1,346.59,432.1,349.09,432.1,340.8,432.1,340.8,432.1,312.99,432.1,315.45,432.1,338.4,432.1,326.89,432.1,315.45,432.1,344.27,432.1,338.4,432.1,326.89,432.1,315.45,432.1,312.99,432.1,349.09,432.1,340.8,432.1,349.09,432.1,338.4,432.1,346.59,432.1,349.09,432.1,312.99,432.1,326.89,432.1,344.27,432.1,349.09,432.1,346.59,432.1,432.1,0,432.1,0,481.58,0,432.1,0,Wc planar back cush wd <22in
E2620,UE,KE,D,IN,0,0,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,0,467.96,467.96,0,467.96,0,524.62,0,467.96,0,Wc planar back cush wd <22in
E2620,UE,KU,D,IN,494.69,420.49,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,494.69,0,593.62,0,494.69,0,Wc planar back cush wd <22in
